Approved symbol	Gene group name	Gene group ID	Ensembl ID(supplied by Ensembl)
L3MBTL4	MBT domain containing|Sterile alpha motif domain containing|MicroRNA protein coding host genes	1263|760|1691	ENSG00000154655
PDE1C	Phosphodiesterases	681	ENSG00000154678
RABGEF1	VPS9 domain containing	928	ENSG00000154710
MRPL39	Large subunit mitochondrial ribosomal proteins|Mitochondrial ribosomal proteins	1994|646	ENSG00000154719
JAM2	Ig-like cell adhesion molecule family|V-set domain containing|CD molecules|I-set domain containing	1410|590|471|593	ENSG00000154721
ATP5PF	Mitochondrial complex V: ATP synthase subunits	644	ENSG00000154723
GABPA	ETS transcription factor family	534	ENSG00000154727
ADAMTS1	ADAM metallopeptidases with thrombospondin type 1 motif	50	ENSG00000154734
ADAMTS5	ADAM metallopeptidases with thrombospondin type 1 motif	50	ENSG00000154736
TSEN2	tRNA-splicing endonuclease subunits	776	ENSG00000154743
SLFN13	Schlafen family	1110	ENSG00000154760
WNT7A	Wnt family	360	ENSG00000154764
XPC	Xeroderma pigmentosum complementation groups	1125	ENSG00000154767
CCDC174			ENSG00000154781
FGD5	Zinc fingers FYVE-type|Dbl family Rho GEFs|Pleckstrin homology domain containing	81|722|682	ENSG00000154783
FLCN	DENN domain containing	504	ENSG00000154803
DPH3	Diphthamide biosynthesis pathway genes	1808	ENSG00000154813
OXNAD1			ENSG00000154814
PLCL2	C2 domain containing phospholipases|MicroRNA protein coding host genes	832|1691	ENSG00000154822
CXXC1	PHD finger proteins|Zinc fingers CXXC-type	88|136	ENSG00000154832
SKA1			ENSG00000154839
PPP4R1	Armadillo like helical domain containing|Protein phosphatase 4 regulatory subunits	1492|698	ENSG00000154845
APCDD1			ENSG00000154856
PIEZO2	MicroRNA protein coding host genes|Armadillo like helical domain containing	1691|1492	ENSG00000154864
CCDC144B			ENSG00000154874
MPPE1			ENSG00000154889
CCDC144CP			ENSG00000154898
USP43	Ubiquitin specific peptidases	366	ENSG00000154914
RAB6B	RAB, member RAS oncogene GTPases	388	ENSG00000154917
EME1			ENSG00000154920
EPHB1	EPH receptors|Sterile alpha motif domain containing	1095|760	ENSG00000154928
ACSS1	Acyl-CoA synthetase family	40	ENSG00000154930
ANKRD40	Ankyrin repeat domain containing	403	ENSG00000154945
ZNF18	Zinc fingers C2H2-type|SCAN domain containing	28|42	ENSG00000154957
CA10	Carbonic anhydrases	460	ENSG00000154975
VOPP1	WBP1/VOPP1 family	1564	ENSG00000154978
SEPTIN14	Septins	732	ENSG00000154997
APOOL	Mitochondrial contact site and cristae organizing system subunits	1616	ENSG00000155008
DKK2			ENSG00000155011
CYP2U1	Cytochrome P450 family 2	1001	ENSG00000155016
RSPH10B			ENSG00000155026
FBXL18	F-box and leucine rich repeat proteins|MicroRNA protein coding host genes	558|1691	ENSG00000155034
CNTNAP5	Contactin associated protein family	1969	ENSG00000155052
PROM2			ENSG00000155066
UNC93B2			ENSG00000155070
AK9	Adenylate kinases	356	ENSG00000155085
ODF1	Small heat shock proteins	585	ENSG00000155087
KLF10	Zinc fingers C2H2-type|Kruppel like factors	28|624	ENSG00000155090
PTPRN2	MicroRNA protein coding host genes|Protein tyrosine phosphatases receptor type	1691|813	ENSG00000155093
AZIN1			ENSG00000155096
ATP6V1C1	V-type ATPases	415	ENSG00000155097
PIP4P2	Phosphoinositide phosphatases	1079	ENSG00000155099
OTUD6B	OTU domain containing	669	ENSG00000155100
CDK19	Cyclin dependent kinases|Mediator complex	496|1061	ENSG00000155111
GTF3C6	General transcription factor IIIC complex subunits	1747	ENSG00000155115
TTC39B	Tetratricopeptide repeat domain containing	769	ENSG00000155158
AGPAT5	1-acylglycerol-3-phosphate O-acyltransferases|MicroRNA protein coding host genes	46|1691	ENSG00000155189
MMS19	Cytosolic iron-sulfur assembly components|Nucleotide excision repair|Armadillo like helical domain containing	1028|1269|1492	ENSG00000155229
OR4K1	Olfactory receptors, family 4	151	ENSG00000155249
PI4K2A			ENSG00000155252
MARVELD1	MARVEL domain containing	1626	ENSG00000155254
ZFYVE27	Zinc fingers FYVE-type	81	ENSG00000155256
GOLGA7B			ENSG00000155265
GPR78	G protein-coupled receptors, Class A orphans	262	ENSG00000155269
TRMT44	tRNA methyltransferases|Methyltransferase like	1580|963	ENSG00000155275
SLC25A28	Solute carriers	752	ENSG00000155287
HSPA13	Heat shock 70kDa proteins	583	ENSG00000155304
SAMSN1	Sterile alpha motif domain containing|SAM and SH3 domain containing	760|731	ENSG00000155307
USP25	Ubiquitin specific peptidases	366	ENSG00000155313
GRAMD2B	GRAM domain containing	1146	ENSG00000155324
ZCCHC10	Zinc fingers CCHC-type	74	ENSG00000155329
C16orf87			ENSG00000155330
MOV10	UPF1 like RNA helicases	1169	ENSG00000155363
RHOC	Rho family GTPases	390	ENSG00000155366
PPM1J	Protein phosphatases, Mg2+/Mn2+ dependent	701	ENSG00000155367
DBI			ENSG00000155368
SLC16A1	Solute carriers	752	ENSG00000155380
HEATR3	Armadillo like helical domain containing	1492	ENSG00000155393
TRIM74	Tripartite motif containing|Ring finger proteins	59|58	ENSG00000155428
NIFK	RNA binding motif containing	725	ENSG00000155438
OXA1L	Mitochondrial respiratory chain complex assembly factors	645	ENSG00000155463
SLC7A7	Solute carriers	752	ENSG00000155465
MAGEC1	MAGE family	1136	ENSG00000155495
LARP1	MicroRNA protein coding host genes|La ribonucleoproteins	1691|625	ENSG00000155506
CNOT8	CCR4-NOT transcription complex	1023	ENSG00000155508
GRIA1	Glutamate ionotropic receptor AMPA type subunits	1200	ENSG00000155511
LRGUK	Cilia and flagella associated	1491	ENSG00000155530
SETD9	SET domain containing	1399	ENSG00000155542
MIER3	Myb/SANT domain containing	532	ENSG00000155545
NUP205	Nucleoporins|Armadillo like helical domain containing	1051|1492	ENSG00000155561
ZKSCAN2	Myb/SANT domain containing|SCAN domain containing|Zinc fingers C2H2-type	532|42|28	ENSG00000155592
C9orf85			ENSG00000155621
XAGE2	XAGE family	1844	ENSG00000155622
PIK3AP1			ENSG00000155629
RBM45	RNA binding motif containing	725	ENSG00000155636
TTN	I-set domain containing|Fibronectin type III domain containing|Myosin light chain kinase family	593|555|1668	ENSG00000155657
VSIG4	V-set domain containing|Complement system regulators and receptors	590|1639	ENSG00000155659
PDIA4	Protein disulfide isomerases	692	ENSG00000155660
KDM8	Lysine demethylases	485	ENSG00000155666
PDZD9	PDZ domain containing	1220	ENSG00000155714
OTOA			ENSG00000155719
KCTD18	KCTD family	1815	ENSG00000155729
FAM126B	PI4KA lipid kinase complex	1588	ENSG00000155744
FLACC1			ENSG00000155749
C2CD6	C2 domain containing	823	ENSG00000155754
TMEM237			ENSG00000155755
FZD7	G protein-coupled receptors, Class F frizzled	286	ENSG00000155760
SPAG17			ENSG00000155761
DEPTOR	PDZ domain containing	1220	ENSG00000155792
FMN2	Formins	2006	ENSG00000155816
RNF20	Ring finger proteins	58	ENSG00000155827
CYLC2			ENSG00000155833
PPARGC1B	RNA binding motif containing|MicroRNA protein coding host genes	725|1691	ENSG00000155846
ELMO1	MicroRNA protein coding host genes|Engulfment and cell motility proteins	1691|543	ENSG00000155849
SLC26A2	Solute carriers	752	ENSG00000155850
LSM11	LSm proteins	1505	ENSG00000155858
MED7	Mediator complex	1061	ENSG00000155868
SAXO1			ENSG00000155875
RRAGA	Ras related GTP binding proteins	1984	ENSG00000155876
SLC24A2	Solute carriers	752	ENSG00000155886
TRIM42	Tripartite motif containing|Minor histocompatibility antigens|Fibronectin type III domain containing|Protein phosphatase 1 regulatory subunits|Ring finger proteins	59|870|555|694|58	ENSG00000155890
PXYLP1	Acid phosphatases	1071	ENSG00000155893
ADCY8	Adenylate cyclases	53	ENSG00000155897
RASA2	C2 and RasGAP domain containing|Pleckstrin homology domain containing	830|682	ENSG00000155903
RMND1			ENSG00000155906
RAET1L			ENSG00000155918
SLA	MicroRNA protein coding host genes|SH2 domain containing	1691|741	ENSG00000155926
TMBIM4	Transmembrane BAX inhibitor motif containing	1215	ENSG00000155957
VBP1	Prefoldin subunits	956	ENSG00000155959
RAB39B	RAB, member RAS oncogene GTPases	388	ENSG00000155961
CLIC2	Chloride intracellular channels	307	ENSG00000155962
AFF2	AF4/FMR2 family|Super elongation complex	1145|1280	ENSG00000155966
MICU3	EF-hand domain containing	863	ENSG00000155970
GRIP1	PDZ domain containing	1220	ENSG00000155974
VPS37A	ESCRT-I	1116	ENSG00000155975
KIF5A	Kinesins	622	ENSG00000155980
NAT2	Arylamine N-acetyltransferases	1133	ENSG00000156006
MAGEA8	MAGE family	1136	ENSG00000156009
PSD3	Pleckstrin homology domain containing|Pleckstrin and Sec7 domain containing	682|1948	ENSG00000156011
CARNMT1	Seven-beta-strand methyltransferase motif containing	1400	ENSG00000156017
MCU	MicroRNA protein coding host genes	1691	ENSG00000156026
MIDEAS	Myb/SANT domain containing	532	ENSG00000156030
CFAP70	Cilia and flagella associated|Tetratricopeptide repeat domain containing	1491|769	ENSG00000156042
GNA14	G protein subunits alpha, group q	1427	ENSG00000156049
FAM161B			ENSG00000156050
GNAQ	G protein subunits alpha, group q	1427	ENSG00000156052
WIF1	Receptor ligands	542	ENSG00000156076
UGT2B4	UDP glucuronosyltransferases	363	ENSG00000156096
GPR61	G protein-coupled receptors, Class A orphans	262	ENSG00000156097
MMP16	M10 matrix metallopeptidases	891	ENSG00000156103
ADK			ENSG00000156110
KCNMA1	Potassium calcium-activated channels	255	ENSG00000156113
BATF	Basic leucine zipper proteins	506	ENSG00000156127
DCK	Deoxyribonucleoside kinases	1699	ENSG00000156136
ADAMTS3	ADAM metallopeptidases with thrombospondin type 1 motif	50	ENSG00000156140
ALX3	PRD class homeoboxes and pseudogenes	521	ENSG00000156150
DPY19L4			ENSG00000156162
NDUFAF6	Mitochondrial respiratory chain complex assembly factors|MicroRNA protein coding host genes	645|1691	ENSG00000156170
DRAM2			ENSG00000156171
C8orf37			ENSG00000156172
PPEF2	EF-hand domain containing|Protein phosphatase catalytic subunits	863|693	ENSG00000156194
CFAP161	Cilia and flagella associated	1491	ENSG00000156206
ADAMTSL3	I-set domain containing|Immunoglobulin like domain containing|ADAMTS like	593|594|947	ENSG00000156218
ART3	ADP-ribosyltransferase family	2030	ENSG00000156219
SLC28A1	Solute carriers	752	ENSG00000156222
WHAMM	Wiskott-Aldrich Syndrome protein family	14	ENSG00000156232
CXCL13	Chemokine ligands	483	ENSG00000156234
N6AMT1	Seven-beta-strand methyltransferase motif containing	1400	ENSG00000156239
RWDD2B			ENSG00000156253
USP16	Ubiquitin specific peptidases	366	ENSG00000156256
CCT8	Chaperonins	587	ENSG00000156261
MAP3K7CL			ENSG00000156265
NAA11	N-alpha-acetyltransferase subunits|GCN5 related N-acetyltransferases	660|1134	ENSG00000156269
BACH1	BTB domain containing|Basic leucine zipper proteins	861|506	ENSG00000156273
CLDN17	Claudins	488	ENSG00000156282
CLDN8	Claudins	488	ENSG00000156284
TSPAN7	CD molecules|Tetraspanins	471|768	ENSG00000156298
TIAM1	PDZ domain containing|Dbl family Rho GEFs|Pleckstrin homology domain containing	1220|722|682	ENSG00000156299
SCAF4	RNA binding motif containing	725	ENSG00000156304
RPGR			ENSG00000156313
CDK20	Cyclin dependent kinases	496	ENSG00000156345
PCGF6	Ring finger proteins|Polycomb group ring fingers	58|61	ENSG00000156374
ANKRD9	Ankyrin repeat domain containing	403	ENSG00000156381
SFR1			ENSG00000156384
SORCS3			ENSG00000156395
SFXN2	Sideroflexins|Solute carriers	746|752	ENSG00000156398
ATP5MPL	Mitochondrial complex V: ATP synthase subunits	644	ENSG00000156411
FUT6	Fucosyltransferases	434	ENSG00000156413
TDRD9	Tudor domain containing	780	ENSG00000156414
FGF18	Fibroblast growth factor family	1895	ENSG00000156427
PCDH1	Non-clustered protocadherins	21	ENSG00000156453
SH3RF2	Protein phosphatase 1 regulatory subunits|Ring finger proteins	694|58	ENSG00000156463
GDF6	Transforming growth factor beta superfamily	1932	ENSG00000156466
UQCRB	Mitochondrial complex III: ubiquinol-cytochrome c reductase complex subunits	642	ENSG00000156467
MTERF3			ENSG00000156469
PTDSS1			ENSG00000156471
PPP2R2B	Protein phosphatase 2 regulatory subunits|WD repeat domain containing	696|362	ENSG00000156475
RPL30	Small nucleolar RNA protein coding host genes|L ribosomal proteins	1835|729	ENSG00000156482
KCNS2	Potassium voltage-gated channels	274	ENSG00000156486
PABIR3			ENSG00000156500
SUPV3L1	RNA helicases	1168	ENSG00000156502
PABIR2			ENSG00000156504
EEF1A1			ENSG00000156508
FBXO43	F-boxes other	560	ENSG00000156509
HKDC1			ENSG00000156510
HK1			ENSG00000156515
TYSND1			ENSG00000156521
PHF6	PHD finger proteins	88	ENSG00000156531
CD109	CD molecules|C3 and PZP like, alpha-2-macroglobulin domain containing	471|1234	ENSG00000156535
LRFN2	Ig-like cell adhesion molecule family|Fibronectin type III domain containing|I-set domain containing	1410|555|593	ENSG00000156564
NODAL	Transforming growth factor beta superfamily	1932	ENSG00000156574
PRG3	C-type lectin domain containing	1298	ENSG00000156575
UBE2L6	Ubiquitin conjugating enzymes E2	102	ENSG00000156587
ZDHHC5	Zinc fingers DHHC-type	76	ENSG00000156599
MED19	Mediator complex	1061	ENSG00000156603
ZFAND3	Zinc fingers AN1-type	63	ENSG00000156639
NPTN	Basigin family |I-set domain containing	1669|593	ENSG00000156642
KAT6B	Zinc fingers C2HC-type|PHD finger proteins|MYST type domain containing lysine acetyltransferases	66|88|1584	ENSG00000156650
SAMD8	Sterile alpha motif domain containing	760	ENSG00000156671
RAB11FIP1	C2 domain containing|RAB11 binding domain containing	823|1623	ENSG00000156675
UNC5D	I-set domain containing|Ig-like cell adhesion molecule family	593|1410	ENSG00000156687
GLYATL2			ENSG00000156689
UTP14A			ENSG00000156697
AIFM1			ENSG00000156709
MAPK13	Mitogen-activated protein kinases	651	ENSG00000156711
BAG4	BAG cochaperones	1139	ENSG00000156735
MS4A1	CD molecules|Membrane spanning 4-domains	471|958	ENSG00000156738
IGKV1OR-2	Immunoglobulin kappa (IGK) orphons	352	ENSG00000156755
TBC1D31	WD repeat domain containing	362	ENSG00000156787
NTAQ1			ENSG00000156795
ATAD2	AAA ATPases|Bromodomain containing|MicroRNA protein coding host genes	413|1232|1691	ENSG00000156802
FBXO32	F-boxes other	560	ENSG00000156804
NSMCE2	SMC5-6 protein complex|Zinc fingers MIZ-type	1034|85	ENSG00000156831
ZNF689	Zinc fingers C2H2-type	28	ENSG00000156853
PRR14			ENSG00000156858
FBRS			ENSG00000156860
FRRS1			ENSG00000156869
PHKG2			ENSG00000156873
MFSD14A			ENSG00000156875
SASS6			ENSG00000156876
COX6A2	Mitochondrial complex IV: cytochrome c oxidase subunits	643	ENSG00000156885
ITGAD	Integrin alpha subunits|CD molecules	1160|471	ENSG00000156886
ADGRG4	Adhesion G protein-coupled receptors, subfamily G	917	ENSG00000156920
ZIC3	Zinc fingers C2H2-type	28	ENSG00000156925
MALSU1			ENSG00000156928
VPS8	CORVET complex|Ring finger proteins	1532|58	ENSG00000156931
GALK2			ENSG00000156958
LHFPL4	LHFPL tetraspan proteins	1489	ENSG00000156959
B3GNT7	Beta 3-glycosyltransferases	426	ENSG00000156966
MPV17L			ENSG00000156968
BUB1B			ENSG00000156970
PDE6D	Phosphodiesterases	681	ENSG00000156973
EIF4A2	DEAD-box helicases|Small nucleolar RNA protein coding host genes|MicroRNA protein coding host genes	499|1835|1691	ENSG00000156976
BRPF1	PWWP domain containing|Bromodomain containing|PHD finger proteins	1147|1232|88	ENSG00000156983
RPUSD3	RNA pseudouridylate synthase domain containing|Pseudouridine synthases	727|1665	ENSG00000156990
SST	Neuropeptides	1902	ENSG00000157005
TATDN2			ENSG00000157014
GHRL	Neuropeptides	1902	ENSG00000157017
SEC13	GATOR2 subcomplex|COPII coat complex|Nucleoporins|WD repeat domain containing	1395|1960|1051|362	ENSG00000157020
CIBAR1P1			ENSG00000157021
EXOG			ENSG00000157036
NTAN1			ENSG00000157045
SHCBP1L			ENSG00000157060
NMNAT2			ENSG00000157064
ZFYVE9	Zinc fingers FYVE-type	81	ENSG00000157077
ATP2B2	ATPases Ca2+ transporting|MicroRNA protein coding host genes	1209|1691	ENSG00000157087
LYZL4	Lysozymes, c-type	1174	ENSG00000157093
SLC6A1	Solute carriers	752	ENSG00000157103
SMG1	SMG1 complex|DECID complex|Armadillo like helical domain containing	1962|1964|1492	ENSG00000157106
FCHO2	F-BAR domain containing 	1288	ENSG00000157107
RBPMS	RNA binding motif containing	725	ENSG00000157110
TMEM171			ENSG00000157111
KLHL40	Kelch like|BTB domain containing	617|861	ENSG00000157119
C8A	Complement system activation components	1638	ENSG00000157131
TIMP4	Tissue inhibitor of metallopeptidases	892	ENSG00000157150
SYN2	Synapsins	1325	ENSG00000157152
NRG1	Neuregulins|I-set domain containing	1629|593	ENSG00000157168
ODR4			ENSG00000157181
CPT2			ENSG00000157184
NECAP2			ENSG00000157191
LRP8	Low density lipoprotein receptors	634	ENSG00000157193
CDCP2			ENSG00000157211
PAXIP1	Trinucleotide repeat containing	775	ENSG00000157212
STEAP2	STEAP family	1324	ENSG00000157214
SSBP3	Wnt enhanceosome complex	1677	ENSG00000157216
HTR5A	5-hydroxytryptamine receptors, G protein-coupled	170	ENSG00000157219
CLDN12	Claudins	488	ENSG00000157224
MMP14	M10 matrix metallopeptidases	891	ENSG00000157227
FZD1	G protein-coupled receptors, Class F frizzled	286	ENSG00000157240
GATAD1	EMSY complex|GATA zinc finger domain containing	1243|82	ENSG00000157259
SUSD3	Sushi domain containing	1179	ENSG00000157303
ZFHX2-AS1	Antisense RNAs	1987	ENSG00000157306
TMED6	Transmembrane p24 trafficking proteins	1064	ENSG00000157315
CLEC18A	CAP and C-type lectin domain containing|C-type lectin domain containing	1487|1298	ENSG00000157322
DHRS4	Short chain dehydrogenase/reductase superfamily	743	ENSG00000157326
C1orf158			ENSG00000157330
CLEC18C	CAP and C-type lectin domain containing|C-type lectin domain containing	1487|1298	ENSG00000157335
ARMC12	Armadillo repeat containing	409	ENSG00000157343
DDX19B	DEAD-box helicases	499	ENSG00000157349
ST3GAL2	Sialyltransferases	438	ENSG00000157350
FCSK			ENSG00000157353
IL34	Interleukins	601	ENSG00000157368
DHRS1	Short chain dehydrogenase/reductase superfamily	743	ENSG00000157379
CACNA1D	Calcium voltage-gated channel alpha1 subunits	1512	ENSG00000157388
ARSL	Sulfatases	410	ENSG00000157399
KIT	Receptor tyrosine kinases|Immunoglobulin like domain containing|CD molecules	321|594|471	ENSG00000157404
HYDIN	Protein phosphatase 1 regulatory subunits	694	ENSG00000157423
AASDH	Acyl-CoA synthetase family	40	ENSG00000157426
ZNF19	Zinc fingers C2H2-type	28	ENSG00000157429
CACNA2D3	Calcium voltage-gated channel auxiliary alpha2delta subunits	1514	ENSG00000157445
RNF111	Ring finger proteins	58	ENSG00000157450
CCNB2	Cyclins	473	ENSG00000157456
FAM81A			ENSG00000157470
MYO1E	Myosins, class I|MicroRNA protein coding host genes	1097|1691	ENSG00000157483
APPL1	BAR-PH domain containing	1291	ENSG00000157500
PWWP3B	PWWP domain containing	1147	ENSG00000157502
AFAP1L1	Pleckstrin homology domain containing	682	ENSG00000157510
TSC22D3			ENSG00000157514
VPS26C	Retriever complex	1556	ENSG00000157538
DYRK1A			ENSG00000157540
KCNJ6	Potassium inwardly rectifying channel subfamily J	276	ENSG00000157542
KCNJ15	Potassium inwardly rectifying channel subfamily J	276	ENSG00000157551
ERG	ETS transcription factor family	534	ENSG00000157554
ETS2	ETS transcription factor family	534	ENSG00000157557
TSPAN18	Tetraspanins	768	ENSG00000157570
LCA5L			ENSG00000157578
SLC35B2	MicroRNA protein coding host genes|Solute carriers	1691|752	ENSG00000157593
TMEM164	MicroRNA protein coding host genes	1691	ENSG00000157600
